variable,question,value,value_label
mena_origin_10,Middle Eastern or Northern African heritage - Syrian,2,not selected
mena_origin_10,Middle Eastern or Northern African heritage - Syrian,8,skipped
mena_origin_10,Middle Eastern or Northern African heritage - Syrian,9,not asked
mena_origin_11,Middle Eastern or Northern African heritage - Turkish,1,selected
mena_origin_11,Middle Eastern or Northern African heritage - Turkish,2,not selected
mena_origin_11,Middle Eastern or Northern African heritage - Turkish,8,skipped
mena_origin_11,Middle Eastern or Northern African heritage - Turkish,9,not asked
mena_origin_12,Middle Eastern or Northern African heritage - Other,1,selected
mena_origin_12,Middle Eastern or Northern African heritage - Other,2,not selected
mena_origin_12,Middle Eastern or Northern African heritage - Other,8,skipped
mena_origin_12,Middle Eastern or Northern African heritage - Other,9,not asked
mena_origin_t,Middle Eastern or Northern African Country of Origin,NA,NA
CC24_hisp_1,Latin Heritage - No Country in Particular,1,selected
CC24_hisp_1,Latin Heritage - No Country in Particular,2,not selected
CC24_hisp_1,Latin Heritage - No Country in Particular,8,skipped
CC24_hisp_1,Latin Heritage - No Country in Particular,9,not asked
CC24_hisp_2,Latin Heritage - United States,1,selected
CC24_hisp_2,Latin Heritage - United States,2,not selected
CC24_hisp_2,Latin Heritage - United States,8,skipped
CC24_hisp_2,Latin Heritage - United States,9,not asked
CC24_hisp_3,Latin Heritage - Mexico,1,selected
CC24_hisp_3,Latin Heritage - Mexico,2,not selected
CC24_hisp_3,Latin Heritage - Mexico,8,skipped
CC24_hisp_3,Latin Heritage - Mexico,9,not asked
CC24_hisp_4,Latin Heritage - Puerto Rico,1,selected
CC24_hisp_4,Latin Heritage - Puerto Rico,2,not selected
CC24_hisp_4,Latin Heritage - Puerto Rico,8,skipped
CC24_hisp_4,Latin Heritage - Puerto Rico,9,not asked
CC24_hisp_5,Latin Heritage - Cuba,1,selected
CC24_hisp_5,Latin Heritage - Cuba,2,not selected
CC24_hisp_5,Latin Heritage - Cuba,8,skipped
CC24_hisp_5,Latin Heritage - Cuba,9,not asked
CC24_hisp_6,Latin Heritage - Dominican Republic,1,selected
CC24_hisp_6,Latin Heritage - Dominican Republic,2,not selected
CC24_hisp_6,Latin Heritage - Dominican Republic,8,skipped
CC24_hisp_6,Latin Heritage - Dominican Republic,9,not asked
CC24_hisp_7,Latin Heritage - South America,1,selected
CC24_hisp_7,Latin Heritage - South America,2,not selected
CC24_hisp_7,Latin Heritage - South America,8,skipped
CC24_hisp_7,Latin Heritage - South America,9,not asked
CC24_hisp_8,Latin Heritage - Central America,1,selected
CC24_hisp_8,Latin Heritage - Central America,2,not selected
CC24_hisp_8,Latin Heritage - Central America,8,skipped
CC24_hisp_8,Latin Heritage - Central America,9,not asked
CC24_hisp_9,Latin Heritage - Caribbean,1,selected
CC24_hisp_9,Latin Heritage - Caribbean,2,not selected
CC24_hisp_9,Latin Heritage - Caribbean,8,skipped
CC24_hisp_9,Latin Heritage - Caribbean,9,not asked
CC24_hisp_10,Latin Heritage - Spain,1,selected
CC24_hisp_10,Latin Heritage - Spain,2,not selected
CC24_hisp_10,Latin Heritage - Spain,8,skipped
CC24_hisp_10,Latin Heritage - Spain,9,not asked
CC24_hisp_11,Latin Heritage - Other,1,selected
CC24_hisp_11,Latin Heritage - Other,2,not selected
CC24_hisp_11,Latin Heritage - Other,8,skipped
CC24_hisp_11,Latin Heritage - Other,9,not asked
CC24_hisp_12,"Latin heritage - I am not of Latino, Hispanic or Spanish heritage",1,selected
CC24_hisp_12,"Latin heritage - I am not of Latino, Hispanic or Spanish heritage",2,not selected
CC24_hisp_12,"Latin heritage - I am not of Latino, Hispanic or Spanish heritage",8,skipped
CC24_hisp_12,"Latin heritage - I am not of Latino, Hispanic or Spanish heritage",9,not asked
CC24_hisp_t,Latin Heritage - open,NA,NA
CC24_asian_1,Asian Heritage - No Country in Particular,1,selected
CC24_asian_1,Asian Heritage - No Country in Particular,2,not selected
CC24_asian_1,Asian Heritage - No Country in Particular,8,skipped
CC24_asian_1,Asian Heritage - No Country in Particular,9,not asked
CC24_asian_2,Asian Heritage - United States,1,selected
CC24_asian_2,Asian Heritage - United States,2,not selected
CC24_asian_2,Asian Heritage - United States,8,skipped
CC24_asian_2,Asian Heritage - United States,9,not asked
CC24_asian_3,Asian Heritage - China,1,selected
CC24_asian_3,Asian Heritage - China,2,not selected
CC24_asian_3,Asian Heritage - China,8,skipped
CC24_asian_3,Asian Heritage - China,9,not asked
CC24_asian_4,Asian Heritage - Japan,1,selected
CC24_asian_4,Asian Heritage - Japan,2,not selected
CC24_asian_4,Asian Heritage - Japan,8,skipped
CC24_asian_4,Asian Heritage - Japan,9,not asked
CC24_asian_5,Asian Heritage - India,1,selected
CC24_asian_5,Asian Heritage - India,2,not selected
CC24_asian_5,Asian Heritage - India,8,skipped
CC24_asian_5,Asian Heritage - India,9,not asked
CC24_asian_6,Asian Heritage - Philippines,1,selected
CC24_asian_6,Asian Heritage - Philippines,2,not selected
CC24_asian_6,Asian Heritage - Philippines,8,skipped
CC24_asian_6,Asian Heritage - Philippines,9,not asked
CC24_asian_7,Asian Heritage - Taiwan,1,selected
CC24_asian_7,Asian Heritage - Taiwan,2,not selected
CC24_asian_7,Asian Heritage - Taiwan,8,skipped
CC24_asian_7,Asian Heritage - Taiwan,9,not asked
CC24_asian_8,Asian Heritage - Korea,1,selected
CC24_asian_8,Asian Heritage - Korea,2,not selected
CC24_asian_8,Asian Heritage - Korea,8,skipped
CC24_asian_8,Asian Heritage - Korea,9,not asked
CC24_asian_9,Asian Heritage - Vietnam,1,selected
CC24_asian_9,Asian Heritage - Vietnam,2,not selected
CC24_asian_9,Asian Heritage - Vietnam,8,skipped
CC24_asian_9,Asian Heritage - Vietnam,9,not asked
CC24_asian_10,Asian Heritage - Pakistan,1,selected
CC24_asian_10,Asian Heritage - Pakistan,2,not selected
CC24_asian_10,Asian Heritage - Pakistan,8,skipped
CC24_asian_10,Asian Heritage - Pakistan,9,not asked
CC24_asian_11,Asian Heritage - Hmong,1,selected
CC24_asian_11,Asian Heritage - Hmong,2,not selected
CC24_asian_11,Asian Heritage - Hmong,8,skipped
CC24_asian_11,Asian Heritage - Hmong,9,not asked
CC24_asian_12,Asian Heritage - Cambodia,1,selected
CC24_asian_12,Asian Heritage - Cambodia,2,not selected
CC24_asian_12,Asian Heritage - Cambodia,8,skipped
CC24_asian_12,Asian Heritage - Cambodia,9,not asked
CC24_asian_13,Asian Heritage - Thailand,1,selected
CC24_asian_13,Asian Heritage - Thailand,2,not selected
CC24_asian_13,Asian Heritage - Thailand,8,skipped
CC24_asian_13,Asian Heritage - Thailand,9,not asked
CC24_asian_14,Asian Heritage - Other,1,selected
CC24_asian_14,Asian Heritage - Other,2,not selected
CC24_asian_14,Asian Heritage - Other,8,skipped
CC24_asian_14,Asian Heritage - Other,9,not asked
CC24_asian_15,Asian Heritage - I am not of Asian Heritage,1,selected
CC24_asian_15,Asian Heritage - I am not of Asian Heritage,2,not selected
CC24_asian_15,Asian Heritage - I am not of Asian Heritage,8,skipped
CC24_asian_15,Asian Heritage - I am not of Asian Heritage,9,not asked
CC24_asian_t,Asian Heritage - open,NA,NA
CC24_native,Native America heritage,NA,NA
presvote16post,2016 President Vote Post Election,1,Hillary Clinton
presvote16post,2016 President Vote Post Election,2,Donald Trump
presvote16post,2016 President Vote Post Election,3,Gary Johnson
presvote16post,2016 President Vote Post Election,4,Jill Stein
presvote16post,2016 President Vote Post Election,5,Evan McMullin
presvote16post,2016 President Vote Post Election,6,Other
presvote16post,2016 President Vote Post Election,7,Did not vote for President
presvote16post,2016 President Vote Post Election,98,skipped
presvote16post,2016 President Vote Post Election,99,not asked
presvote16post_t,2016 President Vote Post Election - open,NA,NA
industry,Industry,1,"Agriculture, forestry, fishing, and hunting"
industry,Industry,2,Mining
industry,Industry,3,Utilities
industry,Industry,4,Construction
industry,Industry,5,Manufacturing
industry,Industry,6,Professional and business services
industry,Industry,7,Educational services
industry,Industry,8,Health care and social assistance
industry,Industry,9,Leisure and hospitality
industry,Industry,10,Other services
industry,Industry,11,Wholesale trade
industry,Industry,12,Retail trade
industry,Industry,13,Transportation and warehousing
industry,Industry,14,Information
industry,Industry,15,Financial activities
industry,Industry,16,Federal government
industry,Industry,17,State and local government
industry,Industry,98,skipped
industry,Industry,99,not asked
jobnum,Number of jobs,1,1
jobnum,Number of jobs,2,2
jobnum,Number of jobs,3,3 or more
jobnum,Number of jobs,8,skipped
jobnum,Number of jobs,9,not asked
sexuality,Sexual Orientation,1,Heterosexual / straight
sexuality,Sexual Orientation,2,Lesbian / gay woman
sexuality,Sexual Orientation,3,Gay man
sexuality,Sexual Orientation,4,Bisexual
sexuality,Sexual Orientation,5,Other
sexuality,Sexual Orientation,6,Prefer not to say
sexuality,Sexual Orientation,8,skipped
sexuality,Sexual Orientation,9,not asked
transgender,Transgender,1,Yes
transgender,Transgender,2,No
transgender,Transgender,3,Prefer not to say
transgender,Transgender,8,skipped
transgender,Transgender,9,not asked
cdid118,cdid118,NA,NA
cdid119,cdid119,NA,NA
lookupzip,Zip code used for CD mapping,NA,NA
countyfips,County FIPS code,NA,NA
countyname,County Name,NA,NA
LegName,Legislature name,NA,NA
LowerChamberName,Lower chamber name,NA,NA
UpperChamberName,UpperChamberName,NA,NA
CurrentGovName,Current Governor Name,NA,NA
CurrentGovParty,Current Governor Party,NA,NA
CurrentHouseName,Current House Name,NA,NA
CurrentHouseParty,Current House Party,NA,NA
CurrentSen1Name,Current Senate 1 Name,NA,NA
CurrentSen1Party,Current Senate 1 Party,NA,NA
CurrentSen2Name,Current Senate 2 Name,NA,NA
CurrentSen2Party,Current Senate 2 Party,NA,NA
GovCand1Name,Governor Candidate 1 Name,NA,NA
GovCand1Party,Governor Candidate 1 Party,NA,NA
GovCand2Name,Governor Candidate 2 Name,NA,NA
GovCand2Party,Governor Candidate 2 Party,NA,NA
GovCand3Name,Governor Candidate 3 Name,NA,NA
GovCand3Party,Governor Candidate 3 Party,NA,NA
HouseCand1Name,House Candidate 1 Name,NA,NA
HouseCand1Party,House Candidate 1 Party,NA,NA
HouseCand2Name,House Candidate 2 Name,NA,NA
HouseCand2Party,House Candidate 2 Party,NA,NA
HouseCand3Name,House Candidate 3 Name,NA,NA
HouseCand3Party,House Candidate 3 Party,NA,NA
HouseCand4Name,House Candidate 4 Name,NA,NA
HouseCand4Party,House Candidate 4 Party,NA,NA
HouseCand5Name,House Candidate 5 Name,NA,NA
HouseCand5Party,House Candidate 5 Party,NA,NA
SenCand1Name,Senate Candidate 1 Name,NA,NA
SenCand1Party,Senate Candidate 1 Party,NA,NA
SenCand2Name,Senate Candidate 2 Name,NA,NA
SenCand2Party,Senate Candidate 2 Party,NA,NA
SenCand3Name,Senate Candidate 3 Name,NA,NA
SenCand3Party,Senate Candidate 3 Party,NA,NA
SenCand1Name2,Senate Candidate 1 Name - 2nd race,NA,NA
SenCand1Party2,Senate Candidate 1 Party - 2nd race,NA,NA
SenCand2Name2,Senate Candidate 2 Name - 2nd race,NA,NA
SenCand2Party2,Senate Candidate 2 Party - 2nd race,NA,NA
page_CC24_300_timing,Timing Data for Page CC24_300,NA,NA
page_CC24_300b_timing,Timing Data for Page CC24_300b,NA,NA
page_CC24_300d_timing,Timing Data for Page CC24_300d,NA,NA
page_CC24_301_timing,Timing Data for Page CC24_301,NA,NA
page_CC24_302_timing,Timing Data for Page CC24_302,NA,NA
page_CC24_303_timing,Timing Data for Page CC24_303,NA,NA
page_employ_timing,Timing Data for Page employ,NA,NA
page_CC24_305_timing,Timing Data for Page CC24_305,NA,NA
page_CC24_309e_timing,Timing Data for Page CC24_309e,NA,NA
page_CC24_308a_timing,Timing Data for Page CC24_308a,NA,NA
page_CC24_308b_timing,Timing Data for Page CC24_308b,NA,NA
page_CC24_309d_timing,Timing Data for Page CC24_309d,NA,NA
page_CC24_310grid_timing,Timing Data for Page CC24_310grid,NA,NA
page_pageCC24_311grid_timing,Timing Data for Page pageCC24_311grid,NA,NA
page_CC24_312grid_timing,Timing Data for Page CC24_312grid,NA,NA
page_cit1_timing,Timing Data for Page cit1,NA,NA
page_immstat_timing,Timing Data for Page immstat,NA,NA
page_CC24_321grid_timing,Timing Data for Page CC24_321grid,NA,NA
page_CC24_323grid_timing,Timing Data for Page CC24_323grid,NA,NA
page_CC24_324grid_timing,Timing Data for Page CC24_324grid,NA,NA
page_CC24_325_timing,Timing Data for Page CC24_325,NA,NA
page_CC24_326grid_timing,Timing Data for Page CC24_326grid,NA,NA
page_CC24_328grid_timing,Timing Data for Page CC24_328grid,NA,NA
page_CC24_330grid_timing,Timing Data for Page CC24_330grid,NA,NA
page_CC24_340grid_timing,Timing Data for Page CC24_340grid,NA,NA
page_CC24_341grid_timing,Timing Data for Page CC24_341grid,NA,NA
page_CC24_361b_timing,Timing Data for Page CC24_361b,NA,NA
page_presvote20post_timing,Timing Data for Page presvote20post,NA,NA
page_CC24_363_timing,Timing Data for Page CC24_363,NA,NA
page_CC24_364a_timing,Timing Data for Page CC24_364a,NA,NA
page_CC24_365_voted_timing,Timing Data for Page CC24_365_voted,NA,NA
page_CC24_365b_voted_timing,Timing Data for Page CC24_365b_voted,NA,NA
page_CC24_366_voted_timing,Timing Data for Page CC24_366_voted,NA,NA
page_CC24_367_voted_timing,Timing Data for Page CC24_367_voted,NA,NA
page_CC24_364b_timing,Timing Data for Page CC24_364b,NA,NA
page_CC24_365_timing,Timing Data for Page CC24_365,NA,NA
page_CC24_365a_timing,Timing Data for Page CC24_365a,NA,NA
page_CC24_365b_timing,Timing Data for Page CC24_365b,NA,NA
page_CC24_365c_timing,Timing Data for Page CC24_365c,NA,NA
page_CC24_366_timing,Timing Data for Page CC24_366,NA,NA
page_CC24_367_timing,Timing Data for Page CC24_367,NA,NA
page_CC24_367a_timing,Timing Data for Page CC24_367a,NA,NA
page_CC24_368_timing,Timing Data for Page CC24_368,NA,NA
page_urbancity_timing,Timing Data for Page urbancity,NA,NA
page_ideo5_timing,Timing Data for Page ideo5,NA,NA
page_parent_timing,Timing Data for Page parent,NA,NA
page_child18_timing,Timing Data for Page child18,NA,NA
page_hadjob_timing,Timing Data for Page hadjob,NA,NA
page_investor_timing,Timing Data for Page investor,NA,NA
page_pew_bornagain_timing,Timing Data for Page pew_bornagain,NA,NA
page_pew_religimp_timing,Timing Data for Page pew_religimp,NA,NA
page_pew_churatd_timing,Timing Data for Page pew_churatd,NA,NA
page_pew_prayer_timing,Timing Data for Page pew_prayer,NA,NA
page_religpew_timing,Timing Data for Page religpew,NA,NA
page_religpew_protestant_timing,Timing Data for Page religpew_protestant,NA,NA
page_religion_denom_timing,Timing Data for Page religion_denom,NA,NA
page_marstat_timing,Timing Data for Page marstat,NA,NA
page_union_timing,Timing Data for Page union,NA,NA
page_union_coverage_timing,Timing Data for Page union_coverage,NA,NA
page_unionhh_timing,Timing Data for Page unionhh,NA,NA
page_ownhome_timing,Timing Data for Page ownhome,NA,NA
page_demos2c_timing,Timing Data for Page demos2c,NA,NA
page_milstat_timing,Timing Data for Page milstat,NA,NA
page_healthins_timing,Timing Data for Page healthins,NA,NA
page_mena_timing,Timing Data for Page mena,NA,NA
page_mena_origin_timing,Timing Data for Page mena_origin,NA,NA
page_CC24_hisp_timing,Timing Data for Page CC24_hisp,NA,NA
page_CC24_asian_timing,Timing Data for Page CC24_asian,NA,NA
page_CC24_native_timing,Timing Data for Page CC24_native,NA,NA
page_presvote16post_timing,Timing Data for Page presvote16post,NA,NA
page_industry_timing,Timing Data for Page industry,NA,NA
page_jobnum_timing,Timing Data for Page jobnum,NA,NA
page_sex_timing,Timing Data for Page sex,NA,NA
regzip_confirm_post,Confirm registered zip code post,1,Yes
regzip_confirm_post,Confirm registered zip code post,2,No
regzip_confirm_post,Confirm registered zip code post,8,skipped
regzip_confirm_post,Confirm registered zip code post,9,not asked
reszip_confirm_post,Confirm zip code post,1,Yes
reszip_confirm_post,Confirm zip code post,2,No
reszip_confirm_post,Confirm zip code post,8,skipped
reszip_confirm_post,Confirm zip code post,9,not asked
inputzip_post,Zip code post,999999,not asked
votereg_post,Voter Registration Status post,1,Yes
votereg_post,Voter Registration Status post,2,No
votereg_post,Voter Registration Status post,3,Don't know
votereg_post,Voter Registration Status post,8,skipped
votereg_post,Voter Registration Status post,9,not asked
votereg_f_post,Registered to vote post,1,Yes
votereg_f_post,Registered to vote post,2,No
votereg_f_post,Registered to vote post,8,skipped
votereg_f_post,Registered to vote post,9,not asked
regzip_post,Zip code where registered post,999999,not asked
inputstate_post,State post,1,Alabama
inputstate_post,State post,2,Alaska
inputstate_post,State post,4,Arizona
inputstate_post,State post,5,Arkansas
inputstate_post,State post,6,California
inputstate_post,State post,8,Colorado
inputstate_post,State post,9,Connecticut
inputstate_post,State post,10,Delaware
inputstate_post,State post,11,District of Columbia
inputstate_post,State post,12,Florida
inputstate_post,State post,13,Georgia
inputstate_post,State post,15,Hawaii
inputstate_post,State post,16,Idaho
inputstate_post,State post,17,Illinois
inputstate_post,State post,18,Indiana
inputstate_post,State post,19,Iowa
inputstate_post,State post,20,Kansas
inputstate_post,State post,21,Kentucky
inputstate_post,State post,22,Louisiana
inputstate_post,State post,23,Maine
inputstate_post,State post,24,Maryland
inputstate_post,State post,25,Massachusetts
inputstate_post,State post,26,Michigan
inputstate_post,State post,27,Minnesota
inputstate_post,State post,28,Mississippi
inputstate_post,State post,29,Missouri
inputstate_post,State post,30,Montana
inputstate_post,State post,31,Nebraska
inputstate_post,State post,32,Nevada
inputstate_post,State post,33,New Hampshire
inputstate_post,State post,34,New Jersey
inputstate_post,State post,35,New Mexico
inputstate_post,State post,36,New York
inputstate_post,State post,37,North Carolina
inputstate_post,State post,38,North Dakota
inputstate_post,State post,39,Ohio
inputstate_post,State post,40,Oklahoma
inputstate_post,State post,41,Oregon
inputstate_post,State post,42,Pennsylvania
inputstate_post,State post,44,Rhode Island
inputstate_post,State post,45,South Carolina
inputstate_post,State post,46,South Dakota
inputstate_post,State post,47,Tennessee
inputstate_post,State post,48,Texas
inputstate_post,State post,49,Utah
inputstate_post,State post,50,Vermont
inputstate_post,State post,51,Virginia
inputstate_post,State post,53,Washington
inputstate_post,State post,54,West Virginia
inputstate_post,State post,55,Wisconsin
inputstate_post,State post,56,Wyoming
inputstate_post,State post,98,skipped
inputstate_post,State post,99,not asked
birthyr_post,Birth year - post,NA,NA
gender4_post,Gender - post,1,Man
gender4_post,Gender - post,2,Woman
gender4_post,Gender - post,3,Non-binary
gender4_post,Gender - post,4,Other
gender4_post,Gender - post,8,skipped
gender4_post,Gender - post,9,not asked
CC24_433a,3 pt party ID,1,Democrat
CC24_433a,3 pt party ID,2,Republican
CC24_433a,3 pt party ID,3,Independent
CC24_433a,3 pt party ID,4,Other
CC24_433a,3 pt party ID,8,skipped
CC24_433a,3 pt party ID,9,not asked
CC24_433_t,3 pt party ID - open,NA,NA
CC24_433_dem,Party ID Dem strength,1,Strong Democrat
CC24_433_dem,Party ID Dem strength,2,Not so strong Democrat
CC24_433_dem,Party ID Dem strength,8,skipped
CC24_433_dem,Party ID Dem strength,9,not asked
CC24_433_rep,Party ID Rep strength,1,Strong Republican
CC24_433_rep,Party ID Rep strength,2,Not so strong Republican
CC24_433_rep,Party ID Rep strength,8,skipped
CC24_433_rep,Party ID Rep strength,9,not asked
CC24_433b,Party ID lean,1,The Democratic Party
CC24_433b,Party ID lean,2,The Republican Party
CC24_433b,Party ID lean,3,Neither
CC24_433b,Party ID lean,8,Not sure
CC24_433b,Party ID lean,98,skipped
CC24_433b,Party ID lean,99,not asked
CC24_pid7,7 point Party ID,1,Strong Democrat
CC24_pid7,7 point Party ID,2,Not very strong Democrat
CC24_pid7,7 point Party ID,3,Lean Democrat
CC24_pid7,7 point Party ID,4,Independent
CC24_pid7,7 point Party ID,5,Lean Republican
CC24_pid7,7 point Party ID,6,Not very strong Republican
CC24_pid7,7 point Party ID,7,Strong Republican
CC24_pid7,7 point Party ID,8,Not sure
CC24_pid7,7 point Party ID,98,skipped
CC24_pid7,7 point Party ID,99,not asked
CC24_401,Voted in 2024 General election,1,I did not vote in the election this November.
CC24_401,Voted in 2024 General election,2,I thought about voting this time – but didn't.
CC24_401,Voted in 2024 General election,3,"I usually vote, but didn't this time."
CC24_401,Voted in 2024 General election,4,I attempted to vote but did not or could not.
CC24_401,Voted in 2024 General election,5,I definitely voted in the November 2024 General Election.
CC24_401,Voted in 2024 General election,8,skipped
CC24_401,Voted in 2024 General election,9,not asked
CC24_402a,Main reason didn't vote,1,I forgot
CC24_402a,Main reason didn't vote,2,I'm not interested
CC24_402a,Main reason didn't vote,3,Too busy
CC24_402a,Main reason didn't vote,4,Did not like the candidates
CC24_402a,Main reason didn't vote,5,I am not registered
CC24_402a,Main reason didn't vote,6,I did not have the correct form of identification
CC24_402a,Main reason didn't vote,7,Out of town
CC24_402a,Main reason didn't vote,8,Sick or disabled
CC24_402a,Main reason didn't vote,9,Transportation
CC24_402a,Main reason didn't vote,10,Bad weather
CC24_402a,Main reason didn't vote,11,The line at the polls was too long
CC24_402a,Main reason didn't vote,12,"I was not allowed to vote at the polls, even though I tried"
CC24_402a,Main reason didn't vote,13,I requested but did not receive an absentee ballot
CC24_402a,Main reason didn't vote,14,I did not know where to vote
CC24_402a,Main reason didn't vote,15,I did not feel that I knew enough about the choices
CC24_402a,Main reason didn't vote,16,I was afraid I might expose myself to the coronavirus
CC24_402a,Main reason didn't vote,17,Other
CC24_402a,Main reason didn't vote,55,Don't know
CC24_402a,Main reason didn't vote,98,skipped
CC24_402a,Main reason didn't vote,99,not asked
CC24_402a_t,Main reason didn't vote - open,NA,NA
CC24_402b,Second reason didn't vote,1,I forgot
CC24_402b,Second reason didn't vote,2,I'm not interested
CC24_402b,Second reason didn't vote,3,Too busy
CC24_402b,Second reason didn't vote,4,Did not like the candidates
CC24_402b,Second reason didn't vote,5,I am not registered
CC24_402b,Second reason didn't vote,6,I did not have the correct form of identification
CC24_402b,Second reason didn't vote,7,Out of town
CC24_402b,Second reason didn't vote,8,Sick or disabled
CC24_402b,Second reason didn't vote,9,Transportation
CC24_402b,Second reason didn't vote,10,Bad weather
CC24_402b,Second reason didn't vote,11,The line at the polls was too long
CC24_402b,Second reason didn't vote,12,"I was not allowed to vote at the polls, even though I tried"
CC24_402b,Second reason didn't vote,13,I requested but did not receive an absentee ballot
CC24_402b,Second reason didn't vote,14,I did not know where to vote
CC24_402b,Second reason didn't vote,15,I did not feel that I knew enough about the choices
CC24_402b,Second reason didn't vote,16,I was afraid I might expose myself to the coronavirus
CC24_402b,Second reason didn't vote,17,Other
CC24_402b,Second reason didn't vote,55,Don't know
CC24_402b,Second reason didn't vote,98,skipped
CC24_402b,Second reason didn't vote,99,not asked
CC24_402b_t,Second reason didn't vote - open,NA,NA
CC24_402c,Main reason no past vote,1,I forgot
CC24_402c,Main reason no past vote,2,I was not interested
CC24_402c,Main reason no past vote,3,Too busy
CC24_402c,Main reason no past vote,4,Did not like the candidates
CC24_402c,Main reason no past vote,5,I was not registered
CC24_402c,Main reason no past vote,6,I did not have the correct form of identification
CC24_402c,Main reason no past vote,7,Out of town
CC24_402c,Main reason no past vote,8,Sick or disabled
CC24_402c,Main reason no past vote,9,Transportation
CC24_402c,Main reason no past vote,10,Bad weather
CC24_402c,Main reason no past vote,11,The line at the polls was too long
CC24_402c,Main reason no past vote,12,"I was not allowed to vote at the polls, even though I tried"
CC24_402c,Main reason no past vote,13,I requested but did not receive an absentee ballot
CC24_402c,Main reason no past vote,14,I did not know where to vote
CC24_402c,Main reason no past vote,15,I did not feel that I knew enough about the choices
CC24_402c,Main reason no past vote,16,I was afraid I might expose myself to the coronavirus
CC24_402c,Main reason no past vote,17,I was not eligible to vote
CC24_402c,Main reason no past vote,18,Other
CC24_402c,Main reason no past vote,55,Don't know
CC24_402c,Main reason no past vote,98,skipped
CC24_402c,Main reason no past vote,99,not asked
CC24_402c_t,Main reason no past vote - open,NA,NA
CC24_403,Vote in person or by mail,1,In person on election day
CC24_403,Vote in person or by mail,2,In person before election day (early)
CC24_403,Vote in person or by mail,3,Voted by mail (or absentee)
CC24_403,Vote in person or by mail,4,Don't know
CC24_403,Vote in person or by mail,8,skipped
CC24_403,Vote in person or by mail,9,not asked
CC24_403b,Vote at precinct polling place or vote center,1,At a precinct polling place
CC24_403b,Vote at precinct polling place or vote center,2,At a vote center
CC24_403b,Vote at precinct polling place or vote center,8,skipped
CC24_403b,Vote at precinct polling place or vote center,9,not asked
CC24_403c,Where absentee ballot returned,1,Post office box at a U.S. Postal Service location
CC24_403c,Where absentee ballot returned,2,Official post office box not at a U.S. Postal Service location
CC24_403c,Where absentee ballot returned,3,Picked up by the postal worker who delivers mail to my home
CC24_403c,Where absentee ballot returned,4,"Drop box used only for ballots, not located at an election office or polling place"
CC24_403c,Where absentee ballot returned,5,Main election office
CC24_403c,Where absentee ballot returned,6,Neighborhood polling place
CC24_403c,Where absentee ballot returned,7,"Voting center, not a neighborhood polling place"
CC24_403c,Where absentee ballot returned,8,Other
CC24_403c,Where absentee ballot returned,9,I don't know
CC24_403c,Where absentee ballot returned,98,skipped
CC24_403c,Where absentee ballot returned,99,not asked
CC24_403c_t,Where absentee ballot returned - open,NA,NA
CC24_403d,How long it took to return mail ballot,1,Not at all
CC24_403d,How long it took to return mail ballot,2,Less than 10 minutes
CC24_403d,How long it took to return mail ballot,3,10 - 30 minutes
CC24_403d,How long it took to return mail ballot,4,31 minutes – 1 hour
CC24_403d,How long it took to return mail ballot,5,More than 1 hour
CC24_403d,How long it took to return mail ballot,9,I don't know
CC24_403d,How long it took to return mail ballot,98,skipped
CC24_403d,How long it took to return mail ballot,99,not asked
CC24_403d_t,How long it took to return mail ballot - open,NA,NA
CC24_404,Voting length wait time,1,Not at all
CC24_404,Voting length wait time,2,Less than 10 minutes
CC24_404,Voting length wait time,3,10 - 30 minutes
CC24_404,Voting length wait time,4,31 minutes - 1 hour
CC24_404,Voting length wait time,5,More than 1 hour
CC24_404,Voting length wait time,6,Don't know
CC24_404,Voting length wait time,8,skipped
CC24_404,Voting length wait time,9,not asked
CC24_404_t,Voting length wait time - open,NA,NA
CC24_405,Registered to vote on Election Day,1,Yes
CC24_405,Registered to vote on Election Day,2,No
CC24_405,Registered to vote on Election Day,8,skipped
CC24_405,Registered to vote on Election Day,9,not asked
CC24_406a,Problem with voter registration or ID when trying to vote,1,No
CC24_406a,Problem with voter registration or ID when trying to vote,2,Yes
CC24_406a,Problem with voter registration or ID when trying to vote,8,skipped
CC24_406a,Problem with voter registration or ID when trying to vote,9,not asked
CC24_406b_1,Problem with voting - ID,1,selected
CC24_406b_1,Problem with voting - ID,2,not selected
CC24_406b_1,Problem with voting - ID,8,skipped
CC24_406b_1,Problem with voting - ID,9,not asked
CC24_406b_2,Problem with voting - Registration,1,selected
CC24_406b_2,Problem with voting - Registration,2,not selected
CC24_406b_2,Problem with voting - Registration,8,skipped
CC24_406b_2,Problem with voting - Registration,9,not asked
CC24_406b_3,Problem with voting - Wrong place,1,selected
CC24_406b_3,Problem with voting - Wrong place,2,not selected
CC24_406b_3,Problem with voting - Wrong place,8,skipped
CC24_406b_3,Problem with voting - Wrong place,9,not asked
CC24_406b_4,Problem with voting - Other,1,selected
CC24_406b_4,Problem with voting - Other,2,not selected
CC24_406b_4,Problem with voting - Other,8,skipped
CC24_406b_4,Problem with voting - Other,9,not asked
CC24_406b_t,Problem with voting - open,NA,NA
CC24_406c,Allowed to vote,1,"No, I was not allowed to vote"
CC24_406c,Allowed to vote,2,I was allowed to vote using a provisional ballot
CC24_406c,Allowed to vote,3,I voted
CC24_406c,Allowed to vote,8,skipped
CC24_406c,Allowed to vote,9,not asked
CC24_410,Pres vote post,1,Kamala Harris
